,user_id,click_article_id,click_timestamp,click_environment,click_deviceGroup,click_os,click_country,click_region,click_referrer_type
512468,75944,303180,1507571425646,4,1,17,1,12,2
512469,75944,288320,1507571455646,4,1,17,1,12,2
512577,162512,31836,1507570730898,4,1,17,1,25,2
512578,162512,161801,1507570760898,4,1,17,1,25,2
512723,75903,59057,1507577440362,4,1,17,1,17,2
512724,75903,225019,1507578950942,4,1,17,1,17,7
512725,75903,224355,1507578980942,4,1,17,1,17,7
512768,75895,270799,1507570748999,4,1,17,1,16,6
512769,75895,233595,1507570778999,4,1,17,1,16,6
512830,149261,31836,1507570825735,2,3,20,1,21,2
512831,149261,63307,1507571126876,2,3,20,1,21,2
512832,149261,264771,1507571156876,2,3,20,1,21,2
512880,75877,288320,1507571087104,4,1,17,1,25,1
512881,75877,211483,1507571117104,4,1,17,1,25,1
512886,196463,336223,1507570810587,4,1,17,1,13,5
512887,196463,133287,1507570840587,4,1,17,1,13,5
512930,194101,133287,1507571011156,4,1,17,1,21,1
512931,194101,214206,1507571041156,4,1,17,1,21,1
513037,75848,31836,1507571828054,4,1,17,1,8,2
513038,75848,288320,1507571858054,4,1,17,1,8,2
513056,75846,214283,1507571053616,4,1,17,1,8,2
513057,75846,214576,1507571088801,4,1,17,1,8,1
513058,75846,214021,1507571218894,4,1,17,1,8,1
513059,75846,190999,1507571289062,4,1,17,1,8,1
513060,75846,351517,1507571319062,4,1,17,1,8,1
513098,75838,31836,1507571082677,2,3,20,1,21,2
513099,75838,30611,1507571112677,2,3,20,1,21,2
513136,75834,288320,1507571031607,4,3,2,1,20,2
513137,75834,214206,1507571061607,4,3,2,1,20,2
513146,193070,336223,1507577782704,4,1,17,1,25,2
513147,193070,48403,1507577812704,4,1,17,1,25,2
513367,115509,233595,1507571087500,4,1,17,1,12,2
513368,115509,31836,1507571117500,4,1,17,1,12,2
513429,75784,59057,1507571134277,4,1,17,1,25,2
513430,75784,214206,1507571164277,4,1,17,1,25,2
513533,140560,31836,1507571176565,4,1,17,1,13,2
513534,140560,59057,1507571206565,4,1,17,1,13,2
513593,137908,336223,1507577783436,4,1,17,1,6,2
513594,137908,42298,1507577813436,4,1,17,1,6,2
513668,119180,288320,1507571305077,4,1,17,1,13,2
513669,119180,133160,1507571335077,4,1,17,1,13,2
513734,75743,70830,1507571284895,2,4,2,10,28,2
513735,75743,31836,1507571314895,2,4,2,10,28,2
513743,75741,203260,1507571393882,4,3,20,1,4,1
513744,75741,14341,1507571490613,4,3,20,1,4,1
513745,75741,71035,1507571520613,4,3,20,1,4,1
513841,75729,214206,1507571441693,4,1,17,1,24,2
513842,75729,288320,1507571471693,4,1,17,1,24,2
513919,156771,59057,1507571488923,4,1,17,1,8,2
513920,156771,288320,1507572520813,4,1,17,1,8,2
513921,156771,58837,1507573001615,4,1,17,1,8,1
513922,156771,59590,1507573068782,4,1,17,1,8,1
513923,156771,57424,1507573183454,4,1,17,1,8,1
513924,156771,31836,1507573608151,4,1,17,1,8,2
513925,156771,59383,1507576034887,4,1,17,1,8,1
513926,156771,70457,1507576201781,4,1,17,1,8,1
513927,156771,57474,1507576279715,4,1,17,1,8,1
513928,156771,336223,1507577128975,4,1,17,1,8,2
513929,156771,214206,1507577188581,4,1,17,1,8,2
513930,156771,59440,1507578222227,4,1,17,1,8,1
513931,156771,97053,1507578252227,4,1,17,1,8,1
513966,168413,31836,1507576219587,4,1,17,1,13,2
513967,168413,288320,1507576249587,4,1,17,1,13,2
513982,115521,288320,1507571402226,4,1,17,1,25,2
513983,115521,59057,1507571432226,4,1,17,1,25,2
514022,199410,288320,1507571477172,4,1,17,1,25,2
514023,199410,285664,1507572413313,4,1,17,1,25,2
514024,199410,59057,1507572498889,4,1,17,1,25,2
514025,199410,303180,1507572528889,4,1,17,1,25,2
514086,75692,160445,1507571436501,4,1,17,1,25,5
514087,75692,161506,1507571466501,4,1,17,1,25,5
514092,75691,63307,1507571635429,4,1,17,1,13,2
514093,75691,288320,1507572790834,4,1,17,1,13,2
514094,75691,336223,1507572820834,4,1,17,1,13,2
514209,196680,277355,1507572291026,4,1,17,1,25,1
514210,196680,119046,1507572413184,4,1,17,1,25,1
514211,196680,276733,1507572588926,4,1,17,1,25,1
514212,196680,288320,1507572845401,4,1,17,1,25,2
514213,196680,59057,1507572875401,4,1,17,1,25,2
514228,123015,59057,1507571563827,4,1,17,1,11,2
514229,123015,303180,1507571593827,4,1,17,1,11,2
514238,88906,288320,1507571513628,4,1,17,1,16,5
514239,88906,285663,1507571543628,4,1,17,1,16,5
514319,105441,288320,1507572252373,4,3,2,1,8,2
514320,105441,161801,1507572282373,4,3,2,1,8,2
514368,75650,233595,1507571593807,4,3,2,1,21,2
514369,75650,31836,1507571623807,4,3,2,1,21,2
514616,134300,31836,1507571736052,4,1,12,1,21,2
514617,134300,234424,1507571766052,4,1,12,1,21,2
514671,75608,70830,1507571761944,4,3,2,1,5,2
514672,75608,31836,1507571791944,4,3,2,1,5,2
514740,75599,288320,1507571801588,4,1,17,1,25,2
514741,75599,336223,1507577414879,4,1,17,1,25,2
514742,75599,32655,1507577610505,4,1,17,1,25,1
514743,75599,285333,1507577752952,4,1,17,1,25,1
514744,75599,351517,1507577877041,4,1,17,1,25,1
514745,75599,292552,1507577907041,4,1,17,1,25,1
514824,139056,336223,1507577379058,4,1,17,1,20,2
514825,139056,31836,1507580308344,4,1,17,1,20,2
514826,139056,71608,1507580338344,4,1,17,1,20,2
515029,75557,70830,1507571946530,4,1,17,1,13,2
515030,75557,133160,1507571976530,4,1,17,1,13,2
515048,174581,214206,1507571937019,4,3,2,1,20,2
515049,174581,59057,1507571987756,4,3,2,1,20,2
515050,174581,270508,1507572017756,4,3,2,1,20,2
515090,191973,31836,1507572155373,4,1,17,1,17,2
515091,191973,288320,1507572724573,4,1,17,1,17,2
515092,191973,214206,1507572754573,4,1,17,1,17,2
515109,75547,288320,1507571936592,4,1,17,1,24,1
515110,75547,71035,1507571966592,4,1,17,1,24,1
515372,184434,141004,1507574523466,4,1,17,1,3,2
515373,184434,285663,1507574553466,4,1,17,1,3,2
515447,80851,31836,1507572072521,4,1,17,1,25,2
515448,80851,285331,1507572271980,4,1,17,1,25,1
515449,80851,63307,1507572301980,4,1,17,1,25,1
515476,75495,62464,1507572769425,4,1,17,1,8,1
515477,75495,62599,1507572799425,4,1,17,1,8,1
515498,75491,31836,1507572107782,4,1,17,1,5,2
515499,75491,141004,1507572137782,4,1,17,1,5,2
515500,75490,195009,1507572132373,4,1,17,1,16,1
515501,75490,133160,1507572162373,4,1,17,1,16,1
515502,75489,288320,1507572273166,4,1,17,1,25,2
515503,75489,63307,1507572303166,4,1,17,1,25,2
515508,86417,233595,1507572131418,4,3,20,1,21,2
515509,86417,31836,1507572161418,4,3,20,1,21,2
515531,194922,234155,1507572186657,4,1,17,1,25,1
515532,194922,195009,1507572275914,4,1,17,1,25,1
515533,194922,62463,1507572344717,4,1,17,1,25,1
515534,194922,214283,1507572374717,4,1,17,1,25,1
515568,82265,31836,1507572168201,4,1,17,1,21,2
515569,82265,234424,1507572198201,4,1,17,1,21,2
515703,157928,31836,1507572233441,4,1,17,1,25,2
515704,157928,336698,1507572263441,4,1,17,1,25,2
515855,182301,133160,1507573485800,4,1,17,1,5,2
515856,182301,59057,1507573515800,4,1,17,1,5,2
515867,158250,214206,1507572498217,4,3,2,9,28,2
515868,158250,288320,1507572626555,4,3,2,9,28,2
515869,158250,31836,1507572656555,4,3,2,9,28,2
515904,165535,31836,1507572316256,4,3,20,1,21,2
515905,165535,133160,1507572346256,4,3,20,1,21,2
516006,133833,288320,1507572641551,4,1,17,1,24,2
516007,133833,301113,1507572671551,4,1,17,1,24,2
516033,152776,31836,1507572520957,4,1,17,1,8,2
516034,152776,119009,1507572550957,4,1,17,1,8,2
516039,161250,288320,1507572374402,4,1,17,1,25,1
516040,161250,206938,1507572516971,4,1,17,1,25,1
516041,161250,351517,1507572546971,4,1,17,1,25,1
516046,118450,234424,1507572391988,4,1,17,1,7,2
516047,118450,288320,1507572421988,4,1,17,1,7,2
516065,135732,288320,1507572387255,4,1,17,1,20,1
516066,135732,233658,1507572464255,4,1,17,1,20,1
516067,135732,114144,1507572531112,4,1,17,1,20,1
516068,135732,336381,1507572620131,4,1,17,1,20,1
516069,135732,58837,1507572650131,4,1,17,1,20,1
516070,95563,235824,1507572384213,4,1,17,1,24,2
516071,95563,235804,1507572414213,4,1,17,1,24,2
516080,118339,288320,1507572443677,4,1,17,1,6,2
516081,118339,235824,1507572473677,4,1,17,1,6,2
516090,75395,48403,1507591855991,4,1,17,1,19,2
516091,75395,284471,1507591885991,4,1,17,1,19,2
516117,79906,288320,1507572487575,4,1,17,1,25,2
516118,79906,336223,1507578089997,4,1,17,1,25,2
516119,79906,285340,1507578119997,4,1,17,1,25,2
516131,75392,31836,1507581560497,4,1,17,1,13,2
516132,75392,235824,1507581590497,4,1,17,1,13,2
516186,142801,58837,1507572472800,4,1,17,1,8,1
516187,142801,235847,1507572502800,4,1,17,1,8,1
516215,189774,303180,1507572561078,4,1,17,1,11,2
516216,189774,59057,1507572591078,4,1,17,1,11,2
516233,75378,141004,1507572596238,4,1,17,1,21,2
516234,75378,63307,1507572626238,4,1,17,1,21,2
516299,75371,288320,1507572515037,4,1,17,1,25,2
516300,75371,133160,1507572545037,4,1,17,1,25,2
516333,138766,31836,1507572528169,4,1,17,1,5,2
516334,138766,285663,1507572571373,4,1,17,1,5,2
516335,138766,205866,1507572581823,4,1,17,1,5,2
516336,138766,30611,1507572611823,4,1,17,1,5,2
516348,75363,288320,1507572754839,4,3,20,1,25,2
516349,75363,59057,1507572784839,4,3,20,1,25,2
516419,75350,133160,1507573094120,4,1,17,1,12,2
516420,75350,303180,1507573731353,4,1,17,1,12,2
516421,75350,31836,1507577409217,4,1,17,1,12,2
516422,75350,288320,1507577439217,4,1,17,1,12,2
516438,117815,59057,1507573239168,4,1,17,1,25,2
516439,117815,133160,1507573269168,4,1,17,1,25,2
516475,196142,141328,1507572568898,4,1,17,1,7,5
516476,196142,83966,1507574787860,4,1,17,1,7,1
516477,196142,62463,1507574870264,4,1,17,1,7,1
516478,196142,84033,1507574977728,4,1,17,1,7,1
516479,196142,292552,1507575007728,4,1,17,1,7,1
516480,75346,63307,1507572627418,4,1,17,1,13,2
516481,75346,59057,1507572657418,4,1,17,1,13,2
516575,165165,235824,1507573636059,4,1,17,1,21,2
516576,165165,233595,1507574010510,4,1,17,1,21,2
516577,165165,234424,1507574040510,4,1,17,1,21,2
516594,75333,288320,1507575949121,4,1,17,1,4,2
516595,75333,214283,1507575979121,4,1,17,1,4,2
516730,165185,288320,1507573102592,4,1,17,1,25,2
516731,165185,133160,1507573132592,4,1,17,1,25,2
516771,75306,141004,1507572726316,4,1,17,1,25,2
516772,75306,59057,1507572756316,4,1,17,1,25,2
516807,164111,133160,1507572843394,4,1,17,1,21,2
516808,164111,233658,1507572917272,4,1,17,1,21,1
516809,164111,48403,1507577295315,4,1,17,1,21,2
516810,164111,225019,1507577325315,4,1,17,1,21,2
516811,179479,235824,1507572852892,4,1,17,1,21,1
516812,179479,236553,1507578680630,4,1,17,1,21,6
516813,179479,206319,1507578710630,4,1,17,1,21,6
516850,193016,63307,1507575960961,4,1,17,1,21,2
516851,193016,233595,1507578169167,4,1,17,1,21,2
516852,193016,159190,1507578199167,4,1,17,1,21,2
516986,115965,235824,1507572808853,4,1,13,1,16,2
516987,115965,288320,1507572904073,4,1,13,1,16,2
516988,115965,220087,1507572934073,4,1,13,1,16,2
517031,164938,63307,1507572830204,4,1,17,1,25,2
517032,164938,59057,1507572860204,4,1,17,1,25,2
517081,199066,141004,1507572936712,4,1,17,1,25,2
517082,199066,59057,1507573874887,4,1,17,1,25,2
517083,199066,133160,1507574092585,4,1,17,1,25,2
517084,199066,336223,1507574223105,4,1,17,1,25,1
517085,199066,129165,1507574527052,4,1,17,1,25,1
517086,199066,337878,1507574752370,4,1,17,1,25,1
517087,199066,337651,1507574782370,4,1,17,1,25,1
517127,75255,336223,1507577177588,4,1,17,1,21,2
517128,75255,31836,1507577249017,4,1,17,1,21,2
517129,75255,288320,1507577630242,4,1,17,1,21,2
517130,75255,361742,1507577660242,4,1,17,1,21,2
517160,75253,31836,1507574835802,4,1,17,1,24,2
517161,75253,336223,1507574865802,4,1,17,1,24,2
517342,75226,161506,1507573000097,4,1,17,1,21,1
517343,75226,129434,1507573000889,4,1,17,1,21,1
517344,75226,128551,1507573030889,4,1,17,1,21,1
517349,75224,235824,1507573019745,2,4,2,1,21,1
517350,75224,235804,1507573049745,2,4,2,1,21,1
517365,75221,31836,1507574139502,4,1,17,1,25,2
517366,75221,133160,1507574169502,4,1,17,1,25,2
517633,75187,31836,1507574249296,4,1,17,1,25,2
517634,75187,30611,1507574279296,4,1,17,1,25,2
517635,190580,205866,1507573106429,4,1,17,1,13,2
517636,190580,285663,1507573136429,4,1,17,1,13,2
517702,198093,93145,1507574827757,4,1,17,1,8,5
517703,198093,336223,1507574857757,4,1,17,1,8,5
517753,75166,31836,1507580269893,4,1,17,1,21,2
517754,75166,336223,1507580299893,4,1,17,1,21,2
517775,75162,31836,1507573202538,4,3,20,1,25,2
517776,75162,214206,1507573232538,4,3,20,1,25,2
518032,194674,288320,1507573339081,4,1,17,1,7,2
518033,194674,303180,1507573419296,4,1,17,1,7,2
518034,194674,59057,1507573449296,4,1,17,1,7,2
518065,75119,31836,1507573313118,4,1,17,1,8,2
518066,75119,133160,1507573343118,4,1,17,1,8,2
518082,75115,288320,1507573553001,4,1,17,1,25,2
518083,75115,360639,1507574196981,4,1,17,1,25,1
518084,75115,312528,1507574362268,4,1,17,1,25,1
518085,75115,312792,1507574934033,4,1,17,1,25,1
518086,75115,309528,1507575243783,4,1,17,1,25,1
518087,75115,336223,1507575499197,4,1,17,1,25,1
518088,75115,4035,1507575529197,4,1,17,1,25,1
518151,123234,59057,1507573485601,4,1,17,1,13,2
518152,123234,62463,1507573515601,4,1,17,1,13,2
518167,188547,303180,1507573645851,4,1,17,1,8,2
518168,188547,214206,1507573675851,4,1,17,1,8,2
518177,166578,285333,1507573359504,4,1,17,1,20,5
518178,166578,234155,1507576950251,4,1,17,1,20,1
518179,166578,119109,1507577082274,4,1,17,1,20,1
518180,166578,336381,1507577148933,4,1,17,1,20,1
518181,166578,63307,1507577242618,4,1,17,1,20,1
518182,166578,270229,1507577272618,4,1,17,1,20,1
518192,124992,42808,1507574065956,4,1,17,1,9,1
518193,124992,4789,1507574095956,4,1,17,1,9,1
518204,142289,214097,1507573578670,4,1,17,1,24,1
518205,142289,48403,1507573608670,4,1,17,1,24,1
518385,168890,336223,1507577271551,4,1,17,1,8,2
518386,168890,48403,1507577301123,4,1,17,1,8,2
518387,168890,133160,1507577454048,4,1,17,1,8,2
518388,168890,31836,1507580805132,4,1,17,1,8,2
518389,168890,59057,1507580835132,4,1,17,1,8,2
518510,75071,59057,1507573645593,4,1,17,1,16,2
518511,75071,214206,1507573676881,4,1,17,1,16,2
518512,75071,214283,1507573706881,4,1,17,1,16,2
518541,145172,336223,1507578258826,4,1,17,1,21,2
518542,145172,233595,1507578288826,4,1,17,1,21,2
518628,75051,70830,1507573552063,4,3,2,1,25,2
518629,75051,63307,1507573582063,4,3,2,1,25,2
518937,75005,303180,1507573867942,4,1,17,1,25,2
518938,75005,133160,1507573897942,4,1,17,1,25,2
518977,178728,288320,1507573914598,4,1,17,1,21,1
518978,178728,61520,1507573969408,4,1,17,1,21,1
518979,178728,237504,1507573999408,4,1,17,1,21,1
518984,193901,63307,1507573841485,4,1,17,1,8,2
518985,193901,264771,1507573871485,4,1,17,1,8,2
519001,166046,48403,1507575912509,4,1,17,1,13,2
519002,166046,336223,1507575942509,4,1,17,1,13,2
519040,155820,324642,1507573891515,4,3,2,1,25,1
519041,155820,316494,1507574340754,4,3,2,1,25,1
519042,155820,234155,1507574543530,4,3,2,1,25,1
519043,155820,354389,1507574653892,4,3,2,1,25,1
519044,155820,324355,1507574683892,4,3,2,1,25,1
519053,74987,133160,1507573815963,4,1,17,1,14,2
519054,74987,59057,1507573932649,4,1,17,1,14,2
519055,74987,303180,1507573962649,4,1,17,1,14,2
519064,149077,288320,1507573796325,4,1,17,1,26,2
519065,149077,303180,1507573826325,4,1,17,1,26,2
519110,118226,31836,1507573940511,4,1,17,1,20,2
519111,118226,288320,1507573957355,4,1,17,1,20,2
519112,118226,133160,1507573987355,4,1,17,1,20,2
519129,74980,288320,1507573840198,4,1,17,1,25,2
519130,74980,63307,1507573870198,4,1,17,1,25,2
519274,187976,58837,1507574293444,4,1,17,1,13,1
519275,187976,141004,1507574323444,4,1,17,1,13,1
519373,185287,234424,1507573953350,4,1,17,1,25,2
519374,185287,288320,1507576363274,4,1,17,1,25,2
519375,185287,225019,1507576393274,4,1,17,1,25,2
519436,180091,303180,1507574526650,4,3,2,6,28,2
519437,180091,161801,1507574556650,4,3,2,6,28,2
519438,122983,235824,1507573963672,4,1,17,1,25,1
519439,122983,234424,1507573993672,4,1,17,1,25,1
519440,74932,31836,1507573973413,4,1,12,1,12,2
519441,74932,233595,1507574012293,4,1,12,1,12,1
519442,74932,288320,1507574042293,4,1,12,1,12,1
519566,142652,235824,1507575078905,4,1,17,1,8,1
519567,142652,236207,1507575111015,4,1,17,1,8,1
519568,142652,237612,1507575205036,4,1,17,1,8,1
519569,142652,234424,1507575239097,4,1,17,1,8,7
519570,142652,119254,1507575432218,4,1,17,1,8,1
519571,142652,118497,1507575454355,4,1,17,1,8,1
519572,142652,118629,1507575685973,4,1,17,1,8,1
519573,142652,118926,1507575715973,4,1,17,1,8,1
519582,106647,288320,1507574064165,4,3,2,1,13,1
519583,106647,195009,1507574162378,4,3,2,1,13,1
519584,106647,58837,1507574288476,4,3,2,1,13,1
519585,106647,76291,1507574317054,4,3,2,1,13,1
519586,106647,292552,1507574510627,4,3,2,1,13,1
519587,106647,337442,1507574540627,4,3,2,1,13,1
519688,74897,288320,1507574363732,2,4,2,1,25,2
519689,74897,59057,1507574393732,2,4,2,1,25,2
519736,74888,214097,1507574864201,4,1,17,1,25,7
519737,74888,48403,1507574894201,4,1,17,1,25,7
519810,122897,288320,1507576181418,4,1,17,1,21,2
519811,122897,214206,1507576431755,4,1,17,1,21,2
519812,122897,59057,1507576469395,4,1,17,1,21,2
519813,122897,133160,1507576499395,4,1,17,1,21,2
519908,133243,141004,1507574180771,4,1,17,1,13,2
519909,133243,288320,1507574210771,4,1,17,1,13,2
519923,74866,118841,1507574178848,4,1,17,1,9,5
519924,74866,118491,1507574208848,4,1,17,1,9,5
519925,74865,235824,1507574179646,2,4,2,1,8,2
519926,74865,237524,1507574209646,2,4,2,1,8,2
520014,74848,288320,1507574343835,4,3,2,1,25,2
520015,74848,59057,1507574373835,4,3,2,1,25,2
520026,180225,288320,1507574763334,4,1,17,1,25,2
520027,180225,214206,1507575731660,4,1,17,1,25,2
520028,180225,59057,1507575761660,4,1,17,1,25,2
520077,169537,233595,1507574275664,4,1,17,1,16,2
520078,169537,288320,1507574305664,4,1,17,1,16,2
520116,74828,288320,1507574362938,4,4,2,1,25,2
520117,74828,336223,1507574524549,4,4,2,1,25,1
520118,74828,133160,1507574554549,4,4,2,1,25,1
520124,149261,288320,1507574350243,2,3,20,1,25,2
520125,149261,59057,1507574380243,2,3,20,1,25,2
520128,74825,31836,1507574318596,4,1,17,1,12,2
520129,74825,141004,1507574453980,4,1,17,1,12,2
520130,74825,288320,1507574483980,4,1,17,1,12,2
520167,194980,288320,1507574373791,4,1,17,1,25,2
520168,194980,59057,1507574403791,4,1,17,1,25,2
520172,178325,299463,1507574335207,4,1,17,1,24,1
520173,178325,299423,1507574365207,4,1,17,1,24,1
520197,88487,159190,1507585313379,4,1,17,1,21,2
520198,88487,336223,1507585439788,4,1,17,1,21,2
520199,88487,299871,1507587442080,4,1,17,1,21,2
520200,88487,48403,1507587472080,4,1,17,1,21,2
520230,168141,288320,1507574402877,4,1,17,1,25,2
520231,168141,133160,1507574432877,4,1,17,1,25,2
520294,74804,111508,1507574518419,4,3,2,1,10,1
520295,74804,285333,1507574548419,4,3,2,1,10,1
520405,190807,133160,1507574490486,4,1,17,1,16,2
520406,190807,59057,1507574520486,4,1,17,1,16,2
520478,156222,235824,1507576241937,4,1,17,1,21,1
520479,156222,236553,1507576386524,4,1,17,1,21,1
520480,156222,203260,1507576416524,4,1,17,1,21,1
520497,196668,59057,1507575089182,4,1,17,1,25,2
520498,196668,48403,1507575768364,4,1,17,1,25,2
520499,196668,133160,1507575798364,4,1,17,1,25,2
520500,184474,288320,1507574495589,4,1,17,1,25,2
520501,184474,133160,1507575450869,4,1,17,1,25,2
520502,184474,336223,1507578408139,4,1,17,1,25,2
520503,184474,48403,1507578438139,4,1,17,1,25,2
520623,190363,121674,1507574626262,4,3,2,1,13,1
520624,190363,121828,1507574656262,4,3,2,1,13,1
520767,74728,214097,1507574861265,4,1,17,1,9,1
520768,74728,235824,1507575376372,4,1,17,1,9,2
520769,74728,31836,1507575406372,4,1,17,1,9,2
520811,136316,31836,1507574609073,4,1,17,1,24,2
520812,136316,288320,1507574639073,4,1,17,1,24,2
520838,143882,141004,1507574622514,4,1,17,1,7,2
520839,143882,288320,1507574706342,4,1,17,1,7,2
520840,143882,303180,1507574736342,4,1,17,1,7,2
520974,135790,31836,1507574719735,4,3,2,1,25,2
520975,135790,161801,1507574749735,4,3,2,1,25,2
520979,179297,63307,1507574677853,4,1,17,1,21,2
520980,179297,71035,1507574707853,4,1,17,1,21,2
521199,136670,63307,1507574802406,4,1,17,1,20,1
521200,136670,264771,1507574832406,4,1,17,1,20,1
521209,181409,31836,1507575075991,4,1,17,1,5,2
521210,181409,48403,1507576821001,4,1,17,1,5,2
521211,181409,285663,1507576851001,4,1,17,1,5,2
521231,171582,70830,1507574790325,4,3,2,1,25,2
521232,171582,59057,1507574820325,4,3,2,1,25,2
521233,141334,288320,1507574850681,4,1,17,1,21,2
521234,141334,303180,1507574880681,4,1,17,1,21,2
521354,186049,160445,1507575534748,4,1,17,1,12,1
521355,186049,47718,1507575564748,4,1,17,1,12,1
521356,74643,195009,1507574911574,4,1,17,1,13,1
521357,74643,129165,1507575105017,4,1,17,1,13,1
521358,74643,119109,1507575272001,4,1,17,1,13,1
521359,74643,190202,1507575505975,4,1,17,1,13,1
521360,74643,195887,1507575571936,4,1,17,1,13,1
521361,74643,84159,1507575601936,4,1,17,1,13,1
521398,103206,233595,1507574907785,4,3,2,1,25,2
521399,103206,285333,1507574937785,4,3,2,1,25,2
521495,158438,31836,1507574956487,4,3,2,1,16,2
521496,158438,33274,1507575117663,4,3,2,1,16,1
521497,158438,337878,1507575147663,4,3,2,1,16,1
521503,162052,133160,1507575068144,4,1,17,1,25,2
521504,162052,336223,1507575377410,4,1,17,1,25,1
521505,162052,161801,1507575407410,4,1,17,1,25,1
521611,196644,354389,1507575813394,4,1,13,1,24,1
521612,196644,214206,1507575843394,4,1,13,1,24,1
521657,134195,31836,1507575425789,4,1,12,1,21,2
521658,134195,288320,1507575435066,4,1,12,1,21,2
521659,134195,30611,1507575465066,4,1,12,1,21,2
521680,74593,31836,1507575009492,4,3,2,1,13,2
521681,74593,288320,1507575039492,4,3,2,1,13,2
521717,130130,59057,1507575146209,2,3,20,10,28,2
521718,130130,288320,1507575176209,2,3,20,10,28,2
521729,104281,31836,1507575050038,4,4,20,1,21,2
521730,104281,233595,1507575080038,4,4,20,1,21,2
522064,74538,203857,1507575921224,4,1,17,1,13,5
522065,74538,204896,1507575951224,4,1,17,1,13,5
522069,74537,288320,1507575455425,4,1,17,1,8,2
522070,74537,59057,1507575484961,4,1,17,1,8,2
522071,74537,303180,1507575514961,4,1,17,1,8,2
522109,74529,285333,1507575324994,2,4,2,1,13,2
522110,74529,233595,1507575354994,2,4,2,1,13,2
522119,74525,288320,1507575335931,4,1,17,1,25,2
522120,74525,31836,1507575365931,4,1,17,1,25,2
522195,74508,59057,1507577833974,4,1,17,1,10,2
522196,74508,336223,1507577863974,4,1,17,1,10,2
522277,192140,233595,1507575387114,4,1,17,1,8,2
522278,192140,161801,1507576128715,4,1,17,1,8,2
522279,192140,207813,1507576158715,4,1,17,1,8,2
522284,74494,31836,1507575360510,4,3,2,1,13,2
522285,74494,59057,1507576260892,4,3,2,1,13,2
522286,74494,214206,1507576271894,4,3,2,1,13,2
522287,74494,30611,1507576718274,4,3,2,1,13,1
522288,74494,336223,1507576748274,4,3,2,1,13,1
522335,74482,58837,1507575386873,4,1,17,1,7,1
522336,74482,99179,1507575416873,4,1,17,1,7,1
522431,161714,141004,1507575486998,4,1,17,1,13,2
522432,161714,288320,1507575592446,4,1,17,1,13,2
522433,161714,303180,1507575622446,4,1,17,1,13,2
522487,74464,303180,1507577850851,4,1,17,1,21,2
522488,74464,303331,1507577880851,4,1,17,1,21,2
522514,74460,235824,1507575464551,4,1,17,1,25,2
522515,74460,336223,1507575494551,4,1,17,1,25,2
522546,79148,336380,1507575445624,4,1,17,1,24,6
522547,79148,133160,1507575475624,4,1,17,1,24,6
522564,187365,133160,1507575879427,4,3,20,1,13,2
522565,187365,129165,1507576097000,4,3,20,1,13,1
522566,187365,75844,1507576242613,4,3,20,1,13,1
522567,187365,218306,1507576272613,4,3,20,1,13,1
522568,169569,285333,1507575497195,4,1,17,1,21,2
522569,169569,288320,1507575527195,4,1,17,1,21,2
522592,179395,31836,1507575496912,4,1,17,1,25,2
522593,179395,42780,1507575526912,4,1,17,1,25,2
522683,74433,36675,1507575792077,4,1,17,1,21,1
522684,74433,235525,1507575822077,4,1,17,1,21,1
522722,74423,285663,1507575546742,4,1,17,1,8,2
522723,74423,336223,1507575576742,4,1,17,1,8,2
522730,156606,129434,1507575594960,4,1,17,1,8,1
522731,156606,203260,1507575782011,4,1,17,1,8,1
522732,156606,162444,1507575812011,4,1,17,1,8,1
522763,74417,214206,1507575924427,4,4,2,1,16,2
522764,74417,288320,1507575954427,4,4,2,1,16,2
522812,74410,133160,1507575611049,4,1,17,1,21,2
522813,74410,129165,1507575669848,4,1,17,1,21,1
522814,74410,137714,1507575699848,4,1,17,1,21,1
522843,141719,214206,1507575821503,4,1,17,1,13,1
522844,141719,336223,1507575851503,4,1,17,1,13,1
522920,91033,31836,1507575652081,4,1,17,1,17,2
522921,91033,214206,1507575682081,4,1,17,1,17,2
522928,74393,31836,1507575853949,4,4,20,1,11,2
522929,74393,4907,1507576103400,4,4,20,1,11,1
522930,74393,177494,1507576302644,4,4,20,1,11,1
522931,74393,48403,1507576332644,4,4,20,1,11,1
523016,74383,303180,1507576320650,4,1,17,1,5,2
523017,74383,133287,1507576350650,4,1,17,1,5,2
523038,74376,63307,1507576359228,4,3,2,1,17,1
523039,74376,62463,1507576389228,4,3,2,1,17,1
523058,191831,336223,1507579269867,4,1,17,1,24,2
523059,191831,48403,1507579299867,4,1,17,1,24,2
523062,74373,203260,1507575735239,4,1,17,1,8,1
523063,74373,141004,1507575765239,4,1,17,1,8,1
523064,74372,141004,1507575706101,4,1,17,1,14,2
523065,74372,48403,1507575736101,4,1,17,1,14,2
523117,74365,336223,1507581930913,4,1,17,1,24,2
523118,74365,133287,1507581960913,4,1,17,1,24,2
523148,124007,31836,1507575726908,4,1,17,1,25,2
523149,124007,336223,1507575756908,4,1,17,1,25,2
523175,197047,48403,1507575730487,4,1,17,1,25,2
523176,197047,288320,1507575798824,4,1,17,1,25,2
523177,197047,133160,1507576113503,4,1,17,1,25,2
523178,197047,303180,1507576143503,4,1,17,1,25,2
523275,128535,288320,1507575782830,4,1,17,1,17,5
523276,128535,119193,1507575812830,4,1,17,1,17,5
523277,74337,288320,1507575830133,4,1,17,1,8,2
